"strategy","chunk_size","avg_accuracy","avg_precision","avg_recall","avg_f1_score","support"
"HDP_CPD_VOLUME_CUMSUM",3600,0.988360552161976,0.477272727272727,0.904494382022472,0.623106060606061,178
