"date","rate","volume","cap","liquidity"
1601669700000,10543.1000309673,5941898578,195110872751,339648440
1601686200000,10560.1730951582,6024079547,195428675334,349768134
1601702700000,10555.9323239348,5618177946,195352432631,373084671
1601719200000,10543.9269437733,4982343246,195132501976,369142752
1601735700000,10557.7389935602,4360504887,195389436119,377215576
1601752200000,10590.4288234883,4077256730,195996865018,393452485
1601768700000,10575.3910167604,3805077055,195719882539,361184413
1601785200000,10584.8093430024,3809906137,195896167860,365681235
1601801700000,10616.5888095199,3766436698,196486315677,361920445
1601818200000,10625.7272230358,3761617248,196657240439,371397769
1601834700000,10638.5291932931,3705158148,196896430192,364086034
1601851200000,10677.2332029061,3892903851,197614765981,356474390
1601867700000,10711.3390535023,4024274268,198247669738,398012576
1601884200000,10700.6677428784,4170417711,198052163948,397847984
1601900700000,10687.6374591206,4206841352,197812939485,408310474
1601917200000,10732.507005951,4547542800,198644816816,413086284
1601933700000,10743.29877709,4489474456,198846642735,382109812
1601950200000,10776.8532853515,4465388300,199469445623,414245282
1601966700000,10748.8926191425,4482410163,198954005204,413927972
1601983200000,10695.8424382476,4609730130,197973818552,391823062
1601999700000,10736.7934269889,4929363148,198733483196,388827463
1602016200000,10595.3232646745,5288733090,196116583487,383981251
1602032700000,10601.2741426446,5372958408,196227729157,390889585
1602049200000,10615.2920315347,5531476727,196488790121,383454345
1602065700000,10608.0038130855,5455472858,196355805429,390136745
1602082200000,10632.7649455973,5283953770,196816998068,398350865
1602098700000,10673.4897811355,4719034237,197572625228,397716224
1602115200000,10674.6964649653,4178202303,197596701637,383737684
1602131700000,10653.4855091772,4007615759,197205999091,374492223
1602148200000,10583.7215197179,4202476814,195916920112,371275905
1602164700000,10744.0265385393,4647720435,198886972866,394110428
1602181200000,10898.8506633265,5563502558,201754346525,397767885
1602197700000,10905.9875564614,5475147272,201888500721,409765487
1602214200000,10886.5906910768,5740113984,201531129843,399759767
1602230700000,10889.8702347788,5769128869,201593550033,410849194
1602247200000,11055.4278992619,6361970017,204660358689,409140038
1602263700000,11048.4215769215,5755643123,204531970969,426446901
1602280200000,11032.0184123746,5336547160,204230307051,369124947
1602296700000,11382.4095966342,5749854093,210719202434,336531649
1602313200000,11354.1342913152,6455320103,210197668868,377328840
1602329700000,11303.3978227005,6081218241,209260007353,404509686
1602346200000,11339.2673385384,5645698381,209926260163,407200987
1602362700000,11359.8664203015,5510788180,210309603307,413802927
1602379200000,11312.4293754256,5267611549,209433430487,413226498
1602395700000,11328.050710614,4300561981,209724698844,413515197
1602412200000,11348.3232067378,3980555400,210101641579,412973997
1602428700000,11371.5322851795,4050102587,210533538051,428590781
1602445200000,11356.3798398104,4114912349,210254775955,387457785
1602461700000,11363.7716699577,4088872930,210393334660,408501252
1602478200000,11383.3596350565,4193039296,210758202316,457910913
1602494700000,11356.9454835684,4408312855,210271006392,460595195
1602511200000,11480.6624796595,5339517930,212563742529,414941093
1602527700000,11549.9598028669,5911108487,213849018795,435867891
1602544200000,11635.3035792195,5923772423,215431275984,396390564
1602560700000,11471.9772497059,6448744171,212409394767,411761660
1602577200000,11474.5527925812,6541692096,212458803414,414828551
1602593700000,11464.6599847634,6431568813,212277637962,433303822
1602610200000,11415.841391443,5987149173,211376141590,430808101
1602626700000,11481.3396087438,5599236019,212591561195,394576235
1602643200000,11435.8470252687,5114427891,211752067289,426007680
1602659700000,11416.3241588132,5041556522,211392364143,442132084
1602676200000,11398.4335659434,4959072286,211062719826,445821146
1602692700000,11340.4670795609,4969125967,209991066017,421103340
1602709200000,11387.5768992705,5115372053,210866038959,435248441
1602725700000,11387.5522059598,5108428259,210867494817,420958331
1602742200000,11394.6865640434,5128267898,211001598421,430936497
1602758700000,11339.3409704811,5374565169,209978650361,437130985
1602775200000,11425.913900817,5187836635,211582994099,404803503
1602791700000,11542.3626114116,5220697899,213742336515,443400126
1602808200000,11509.2764179327,5573768320,213131577461,421510256
1602824700000,11321.0979460832,6212468790,209649186260,409009106
1602841200000,11280.431130013,6359611357,208897927289,416258410
1602857700000,11367.2743503343,6424190508,210508132464,444863271
1602874200000,11374.0419563061,6277093777,210635951233,447618685
1602890700000,11348.8387087968,5828541226,210170846374,401494132
1602907200000,11371.3688619971,5873007099,210590928503,414464463
1602923700000,11358.1780441956,4665062987,210349550165,426182361
1602940200000,11360.9883067995,3968651262,210403015385,432017220
1602956700000,11342.1624300874,3941598135,210056065596,418826278
1602973200000,11354.9751764072,3747511604,210295196280,397643317
1602989700000,11391.6648302298,3680357724,210977403297,440132893
1603006200000,11440.4504132584,3703477208,211882575867,423346384
1603022700000,11428.9851207812,3677461728,211671867550,435353707
1603039200000,11462.9738573383,3537499177,212302724050,443594830
1603055700000,11456.8373841788,3462752670,212190572890,447526687
1603072200000,11474.013970066,3653578701,212510499590,452423115
1603088700000,11434.5372068421,3997984390,211780698747,441138613
1603105200000,11472.8144752313,3980627089,212491438740,460751106
1603121700000,11664.8308939597,4744365976,216049652150,419230738
1603138200000,11670.7467624726,5647835500,216160973260,438285008
1603154700000,11694.0962794306,5898065060,216595338257,445913041
1603171200000,11694.5856001619,6013740078,216607324989,472849177
1603187700000,11800.9562972169,6471006078,218579814340,461227403
1603204200000,11907.798403054,6861189043,220560028701,476007237
1603220700000,11967.1642832761,7030117095,221661202079,465784094
1603237200000,11893.1441978242,7372157018,220292166795,435486387
1603253700000,12183.6051405841,8388705885,225673945219,434556086
1603270200000,12149.0430422564,8724192134,225036189714,482986218
1603286700000,12372.4721008,9047597573,229176537970,470584530
1603303200000,12738.4757424435,10374019715,235957970796,455748459
