"date","rate","volume","cap","liquidity"
1598207100000,11667.6099210649,5361443611,215487769192,445869188
1598223600000,11667.1049156872,5331732073,215480775726,421514623
1598240100000,11692.5028137655,5248436311,215952342218,447698193
1598256600000,11774.1356093838,5543634871,217461879576,466130422
1598273100000,11797.2646059241,5800619460,217890970716,470316713
1598289600000,11765.9179194802,5902493231,217313562493,469893318
1598306100000,11782.1079758293,5881911131,217615086593,457655168
1598322600000,11735.3148529788,5799450599,216753096044,444930203
1598339100000,11618.8544544121,5845855517,214603797142,444080938
1598355600000,11543.9117210372,5995400408,213221244248,429647115
1598372100000,11450.9245934734,6755191043,211505940186,419229494
1598388600000,11297.8356830608,7754122817,208679780889,402237773
1598405100000,11337.7926184893,8025464161,209419233677,407304993
1598421600000,11398.7205801711,8122018863,210547044493,434518322
1598438100000,11441.3073556154,8043643511,211335889206,380266661
1598454600000,11485.4803302802,7801892064,212153969522,422143898
1598471100000,11497.2355038727,6991640833,212373048162,411191041
1598487600000,11484.4712768861,6683203599,212138489029,383424949
1598520600000,11400.1279641217,6623309239,210584223965,390341256
1598537100000,11407.7054508428,6845026226,210725485075,384085554
1598553600000,11262.8192106501,7181617347,208050524452,402065238
1598570100000,11331.905722267,7220567062,209328696446,382044496
1598586600000,11376.1561313799,7252966724,210148387625,411375791
1598603100000,11381.6109352491,7339725827,210250859855,417511082
1598619600000,11426.7157867159,7278676428,211086429184,418095514
1598636100000,11486.7662675,6389167013,212198111713,442380287
1598652600000,11463.0165521644,6108567969,211762036276,396520712
1598669100000,11517.5359424678,6047506698,212771711056,421143699
1598685600000,11540.1626503896,5783530236,213191303020,417800203
1598702100000,11497.9830133916,5511214303,212414232603,359630150
1598718600000,11516.1520570337,5189366460,212752191527,427270121
1598735100000,11536.2790707014,5101398811,213125753310,419557613
1598751600000,11628.0136277004,5437253583,214822609866,397396860
1598768100000,11623.0025246877,5673871033,214731403382,436710810
1598784600000,11593.2812046564,5507412911,214183910992,423896369
1598801100000,11630.817854624,5728564802,214878696908,438982316
1598817600000,11653.9876589201,5847779259,215309170097,435478227
1598834100000,11702.5298309173,6068946657,216208041948,468298913
1598850600000,11685.5374329507,5743185051,215895562566,479293571
1598867100000,11641.3913993919,5970833298,215083215961,467506010
1598883600000,11716.5169957813,6433228511,216473114347,459021393
1598900100000,11715.8408056792,6568972669,216462964299,448258845
1598916600000,11700.4948552881,6612534258,216180893654,446443084
1598933100000,11680.8667547204,6991123962,215819852549,452495830
1598949600000,11915.3510727612,7987490241,220154794340,463200825
1598966100000,11875.7130603784,8189602213,219424355650,459060921
1598982600000,11979.2109168308,8797290559,221338897815,463868074
1598999100000,12034.1467324616,8977658291,222356277000,413669356
1599015600000,11881.8793873122,9088365342,219545192586,423126494
1599032100000,11786.4655204416,8996599043,217783968768,433521468
1599048600000,11481.2086486332,9976525713,212145674618,360538529
1599065100000,11304.4149170917,10093230176,208880921435,414245647
1599081600000,11406.4510566811,10310910432,210768402625,414933638
1599098100000,11451.7418125854,9973043845,211607071685,424986276
1599114600000,11313.8655459913,9718236429,209060436025,417300327
1599131100000,11333.747184185,9300049698,209429933317,418417433
1599147600000,10626.7142533145,9547473131,196366865762,243391365
1599164100000,10751.3931070731,10570572287,198672165609,356968908
1599180600000,10344.9065591357,12299129356,191162752438,309811021
1599197100000,10298.2852624756,12596030489,190302270822,335780643
1599213600000,10563.7790002787,13590770564,195210639144,327944225
1599230100000,10332.2032895909,11683220927,190933692385,315392406
1599246600000,10524.8922820364,12091366855,194495725741,343277312
1599263100000,10520.4908976515,11000036143,194415841777,303843967
1599279600000,10449.271171105,9729782079,193101225083,322804484
1599296100000,10394.0561101366,9161885349,192081959428,334514252
1599312600000,10221.4353140328,10022238772,188894352876,293632516
1599329100000,10176.1971444864,9179522512,188060193709,311754484
1599345600000,10072.9164754202,11693087555,186153288393,291621556
1599362100000,10199.7839807446,12348478224,188499331409,294528690
1599378600000,10223.307231436,13143731987,188935979953,307894699
1599395100000,10307.3325735485,13213161753,190490771874,306678573
1599411600000,10274.9168300349,11702400184,189894200583,331252484
1599428100000,10340.6217076456,8901453519,191109869190,333368242
1599444600000,10299.8833878778,7981781319,190358582318,356997116
1599461100000,10160.9300944682,7260268058,187792206693,355705924
1599477600000,10131.7306990391,6935104255,187254069271,350672270
1599494100000,10190.2180124832,7862398863,188337902106,325818732
1599510600000,10163.2562087768,7910060284,187841803573,347631910
1599527100000,10365.269591746,8130136901,191578033535,335793333
1599543600000,10299.000142772,8003773169,190355132264,359420107
1599560100000,10073.5115536474,8076102894,186189086766,346365973
1599576600000,10136.7751125098,7828956312,187360356000,342893831
1599593100000,10023.257534802,7652925433,185263998598,350001444
1599609600000,10150.6521032436,8188266978,187620846982,303366766
1599626100000,10057.2125306405,8050800959,185895313887,317597537
1599642600000,10187.8172918488,7910878931,188311614823,334051274
1599659100000,10246.6208613002,7317153169,189400773764,355241686
1599675600000,10275.3175259006,7124177139,189932750466,364311357
1599692100000,10276.6518861455,6500600085,189959285622,334853508
1599708600000,10362.9769213325,6750196719,191555742274,343126088
1599725100000,10283.9315115403,6807669642,190096736006,355296862
1599741600000,10366.5521175847,6870937685,191625975057,352098480
1599758100000,10382.1322210263,7258882184,191915333718,353741640
1599774600000,10348.8896077376,7458222822,191303746864,357657335
1599791100000,10310.0339118113,7194425191,190587028850,373250916
1599807600000,10283.6384920711,7288184584,190100574866,353297317
1599824100000,10304.3173134329,7315145033,190484249686,380962959
1599840600000,10328.0933341335,6793704441,190926424386,363397210
