"date","rate","volume","cap","liquidity"
1543266900000,3844.38614675278,6247484955,66873673681,NA
1543283400000,3868.65843266017,6271435074,67296860899,NA
1543299900000,3883.16679376244,6463911978,67550889990,NA
1543316400000,3858.8903649756,6518879482,67129785457,NA
1543332900000,3840.77461406523,6325449722,66815409527,NA
1543349400000,3848.69513964353,6009931952,66954594736,NA
1543365900000,3938.22562171255,6033941748,68513555311,NA
1543382400000,4132.45819713189,6579804265,71893664582,NA
1543398900000,4093.30378540486,6371675838,71213764270,NA
1543415400000,4241.42660154433,6539590832,73792233978,NA
1543431900000,4295.82305822992,6812216208,74739803523,NA
1543448400000,4265.6058508118,6946570246,74214716835,NA
1543464900000,4186.76740568836,6889618859,72843891385,NA
1543481400000,4277.30178830748,6657290752,74420132219,NA
1543497900000,4307.15451990768,6927504186,74940556214,NA
1543514400000,4353.12679912944,6648771788,75741576772,NA
1543530900000,4277.15013483823,6204812761,74421180527,NA
1543547400000,4337.0748941311,5986397864,75464886304,NA
1543563900000,4270.31732191696,5839506469,74304268707,NA
1543580400000,4062.8777392096,5679710412,70695543424,NA
1543596900000,4081.71195773799,5890844202,71024339135,NA
1543613400000,4068.7677953246,5770576846,70800018091,NA
1543629900000,4073.60065624758,5910921158,70885336059,NA
1543646400000,4023.27412593061,5803730329,70010751236,NA
1543662900000,4215.00785846944,5647366559,73348563581,NA
1543679400000,4248.96617526431,5229390167,73940666594,NA
1543695900000,4316.22569748958,5228617826,75112254455,NA
1543712400000,4275.5198134932,5045924510,74405319301,NA
1543728900000,4207.31239344368,5042695691,73219487340,NA
1543745400000,4224.7405784745,5090875460,73523899617,NA
1543761900000,4210.25902604801,4813495836,73272821934,NA
1543778400000,4202.18298435958,4714327572,73133582431,NA
1543794900000,4193.77938483892,4851687678,72988536414,NA
1543811400000,4068.74586602092,4847686439,70813620782,NA
1543827900000,4062.17093788825,4864697315,70700358751,NA
1543844400000,4084.13830779765,4799288942,71083916730,NA
1543860900000,3946.18600603717,4921430856,68684156672,NA
1543877400000,3967.57390534108,4888610724,69057111663,NA
1543893900000,3951.33197031751,4644889778,68775647508,NA
1543910400000,4057.51679945346,5133320135,70625287539,NA
1543926900000,4052.4041367659,5132851362,70537208134,NA
1543943400000,4032.55944489902,4855451367,70192995996,NA
1543959900000,3973.6499411958,4922188090,69169225185,NA
1543976400000,3975.66416085033,4861142277,69205678139,NA
1543992900000,3958.49072660216,4683056324,68908167561,NA
1544009400000,3934.88702186341,4841713802,68498068634,NA
1544025900000,3926.74907965903,4835177735,68357927835,NA
1544042400000,3831.09573999895,4962455143,66693963495,NA
1544058900000,3834.17971337688,5012634680,66748659503,NA
1544075400000,3868.14802839559,5188797414,67341215666,NA
1544091900000,3905.14548814473,5077093192,67986677238,NA
1544108400000,3786.48865702927,5327020446,65922010221,NA
1544124900000,3693.66100315281,5392640205,64307192114,NA
1544141400000,3544.08791343354,5503402029,61704342617,NA
1544157900000,3459.36832513135,5710405496,60229505193,NA
1544174400000,3447.70907720513,5997087462,60028062743,NA
1544190900000,3461.78815800733,6096872257,60274145611,NA
1544207400000,3336.33076996313,5838069050,58090773426,NA
1544223900000,3478.53331331273,6671049615,60567655050,NA
1544240400000,3507.27598096523,6104261661,61069390836,NA
1544256900000,3489.5684477308,5777018514,60761977993,NA
1544273400000,3437.42486254335,5561171088,59855105711,NA
1544289900000,3439.53708066181,5206488690,59892786448,NA
1544306400000,3381.7626473167,4617976486,58888110808,NA
1544322900000,3542.64633938055,4859656219,61690226295,NA
1544339400000,3555.70407434637,4700295098,61918540064,NA
1544355900000,3510.73265414051,4589538836,61136291641,NA
1544372400000,3658.29634290934,4818097739,63707171191,NA
1544388900000,3675.77125499515,4827148905,64012729357,NA
1544405400000,3665.44313883472,4530657265,63834194429,NA
1544421900000,3624.10736584879,4530614942,63115370022,NA
1544438400000,3584.218794908,4595840270,62421811883,NA
1544454900000,3532.78687755531,4444603860,61527016260,NA
1544471400000,3494.85704353347,4460586527,60867433294,NA
1544487900000,3515.22795815475,4570930896,61223537200,NA
1544504400000,3510.06213114248,4567552636,61134576635,NA
1544520900000,3516.94494495928,4532754199,61255727393,NA
1544537400000,3446.44278354942,4492827221,60028630862,NA
1544553900000,3443.26378568969,4412552140,59974252130,NA
1544570400000,3466.83834347737,4413041129,60385951895,NA
1544586900000,3449.19141671865,4484557632,60079782082,NA
1544603400000,3480.53765735957,4469232513,60626876359,NA
1544619900000,3515.76217518296,4461711437,61241279307,NA
1544636400000,3534.88104456031,4337896002,61575153380,NA
1544652900000,3532.94592061314,4063266177,61542547154,NA
1544669400000,3478.43556723926,3860767704,60593999738,NA
1544685900000,3466.69835343,3806811075,60390533589,NA
1544702400000,3473.55234170223,3817116371,60511105407,NA
1544718900000,3501.03137127131,3742921017,60990721799,NA
1544735400000,3346.26333533569,3960219150,58295628346,NA
1544751900000,3369.87500745383,4191608015,58708445936,NA
1544768400000,3360.02290782509,4120870871,58537731096,NA
1544784900000,3362.41444629046,4087805608,58580697315,NA
1544801400000,3341.53785721201,4074560001,58218066954,NA
1544817900000,3281.14578784561,4148187745,57167032292,NA
1544834400000,3299.70364650718,4020082265,57491518663,NA
1544850900000,3319.89870415979,4013224153,57844460906,NA
1544867400000,3285.1215011576,3931881191,57239792780,NA
1544883900000,3253.09321400028,3893989874,56682872089,NA
1544900400000,3251.64494716602,3647669422,56659058022,NA
