"date","rate","volume","cap","liquidity"
1563741300000,10493.857244556,10540154450,187109011100,NA
1563757800000,10590.5022417606,9960459023,188834871595,NA
1563774300000,10565.8935181121,9583430261,188401503911,NA
1563790800000,10469.2631761159,9326683303,186683451520,NA
1563807300000,10305.1574408511,9293812487,183761052227,NA
1563823800000,10329.7704217847,9599265217,184202656073,NA
1563840300000,10338.6622682621,9827105028,184364318963,NA
1563856800000,10256.0113127738,9840022933,182893008810,NA
1563873300000,9999.41725997108,10621238825,178319727990,NA
1563889800000,9968.85666931713,10945179133,177778359305,NA
1563906300000,10067.3834928732,10723546731,179539069490,NA
1563922800000,10098.8224541302,10637315953,180103914470,NA
1563939300000,9732.44981301729,11437251381,173573006357,NA
1563955800000,9736.50096734258,10708942481,173648664290,NA
1563972300000,9756.16641930347,10254130476,174003667130,NA
1563988800000,9657.01324520371,10708228759,172238499895,NA
1564005300000,9768.87691507495,10630910970,174237317440,NA
1564021800000,10080.1555648472,10602286807,179791670686,NA
1564038300000,10067.091718864,10356932298,179562053926,NA
1564054800000,10076.3976748172,10224447045,179731062873,NA
1564071300000,10038.6022583661,9943237114,179060927631,NA
1564087800000,9880.45640541312,9567370535,176244123200,NA
1564104300000,9748.73098589079,8936695009,173897736593,NA
1564120800000,9765.43971508932,8908451053,174199204591,NA
1564137300000,9807.23835912405,9112818593,174948010242,NA
1564153800000,9801.7775279154,8750145547,174854517031,NA
1564170300000,9864.80396925974,8842799048,175984768508,NA
1564186800000,10078.9705952133,8956793795,179808704392,NA
1564203300000,10110.3252049978,9110385253,180371861595,NA
1564219800000,10073.6818468565,8892579863,179722039409,NA
1564236300000,9505.54575618764,10160246155,169588679475,NA
1564252800000,9480.90851240918,10201715746,169153031927,NA
1564269300000,9501.4342215678,10217252241,169522565576,NA
1564285800000,9528.47662172022,9387619580,170008985580,NA
1564302300000,9543.5528655444,9256489218,170281796359,NA
1564318800000,9552.76327734476,7552306072,170449830972,NA
1564335300000,9583.29329316269,7070873490,170999014712,NA
1564351800000,9460.18740265372,7034902303,168806042002,NA
1564368300000,9657.07960883392,8891137173,172324308518,NA
1564384800000,9621.54755675441,8996030119,171693870225,NA
1564401300000,9524.64720583376,9338776268,169967443684,NA
1564417800000,9598.58091532408,9820884893,171290995795,NA
1564434300000,9554.8987175315,9943146598,170515528151,NA
1564450800000,9546.80669577211,8268837515,170374813556,NA
1564467300000,9502.56608772293,8380747911,169588495941,NA
1564483800000,9519.90494651487,8114394179,169900791590,NA
1564500300000,9635.30715665125,8386939838,171962646862,NA
1564516800000,9616.66068124158,8532342118,171633351508,NA
1564533300000,9663.73945952387,8714089260,172478296245,NA
1564549800000,9692.0872945113,8640473328,172986671057,NA
1564566300000,9739.96035462032,9123601113,173844529766,NA
1564582800000,9946.71815912238,9704562824,177537848443,NA
1564599300000,9983.23626658703,10409211664,178194647635,NA
1564615800000,9995.08356150499,10283341561,178412111637,NA
1564632300000,10000.1271312983,10328007180,178505639337,NA
1564648800000,9989.58894544903,10457899562,178320775784,NA
1564665300000,10041.2094254242,10346792272,179246000978,NA
1564681800000,10069.5929320264,9264708316,179756583007,NA
1564698300000,10378.8082950377,10608377784,185279372041,NA
1564714800000,10386.388987679,10506605739,185418075868,NA
1564731300000,10511.9624931703,10724031077,187663885357,NA
1564747800000,10476.4920418576,10938666860,187034455213,NA
1564764300000,10505.1537414449,11502415651,187551398663,NA
1564780800000,10380.1037627627,10729569155,185324037057,NA
1564797300000,10615.7459022911,10862859102,189534588914,NA
1564813800000,10785.0269071821,11599200337,192560313832,NA
1564830300000,10759.6456925089,11063093884,192111451026,NA
1564846800000,10771.3114123452,10793367050,192324727378,NA
1564863300000,10804.5770916302,9985639139,192923017061,NA
1564879800000,10811.0584623545,9792884285,193044422115,NA
1564896300000,10625.1324283396,8979266229,189728601593,NA
1564912800000,10692.8830884853,8805396325,190942139659,NA
1564929300000,10687.4590902912,8771135889,190849024276,NA
1564945800000,10896.2726523925,9826268261,194581409273,NA
1564962300000,10912.2477122187,10506603902,194872010870,NA
1564978800000,11524.8262593657,12921749102,205816109753,NA
1564995300000,11636.9935700591,14017522448,207823031694,NA
1565011800000,11704.7070996425,15197457470,209036845490,NA
1565028300000,11738.3092897003,15276264633,209641508590,NA
1565044800000,11734.9812491042,15508217561,209585732431,NA
1565061300000,11633.8758126224,14163850746,207784512176,NA
1565077800000,12136.0093415981,14789497511,216757622047,NA
1565094300000,11723.2175287153,14794070572,209388528959,NA
1565110800000,11733.2279619954,14802197518,209572018719,NA
1565127300000,11431.6602488318,14223084925,204190029033,NA
1565143800000,11534.1134449941,14566969245,206024202881,NA
1565160300000,11629.3154836546,14581305219,207729659577,NA
1565176800000,11598.1445891561,12282801149,207177946750,NA
1565193300000,11665.9564473467,13639260878,208393063104,NA
1565209800000,11800.923852124,14143969433,210808458440,NA
1565226300000,11876.9017421834,14056492311,212168675800,NA
1565242800000,11865.5407170799,13724165234,211968985755,NA
1565259300000,11797.5704993963,13845960217,210757993126,NA
1565275800000,11672.3136477484,12828343558,208525007894,NA
1565292300000,11606.5474654034,11884213502,207355172040,NA
1565308800000,11940.2695353356,11754966497,213320819707,NA
1565325300000,11852.7915375836,11908017354,211762115844,NA
1565341800000,11799.5182403418,11761564352,210814617701,NA
1565358300000,11791.7019198566,12153608878,210678800692,NA
1565374800000,11769.1268986491,11402457286,210279425756,NA
