"date","rate","volume","cap","liquidity"
1603304100000,12738.6189270985,10287580254,235960623041,451144490
1603320600000,13054.5369910636,11173414354,241814736864,378475095
1603337100000,12798.5274466628,12018294016,237074393458,400320648
1603353600000,12734.6373833277,11403174273,235892678905,425301852
1603370100000,12857.5833899903,11707134690,238172743249,440906870
1603386600000,13057.6068196901,10284246088,241880088048,450112220
1603403100000,13084.9979529004,10675458737,242389773329,441620198
1603419600000,12892.477770945,9910290126,238824602994,445841933
1603436100000,12879.3423550387,9756030446,238583210024,462523694
1603452600000,12982.0515756529,9313136399,240487961721,481672881
1603469100000,12936.5947299762,8935941055,239647907673,459215837
1603485600000,12916.3259842983,8137396661,239274615951,473367461
1603502100000,12915.7167667796,6667952159,239265667956,464204410
1603518600000,12947.8423424029,6380082827,239863544199,473563385
1603535100000,12958.2280752102,6040685329,240057978163,462580386
1603551600000,13055.8932085369,5994946555,241870122217,463815486
1603568100000,13086.4007907321,5596689673,242437587964,447669206
1603584600000,13090.8879143783,5490582395,242522679682,463141658
1603601100000,13281.5789982176,6003817986,246057600566,454972889
1603617600000,13016.3794884767,6564840806,241145911022,440813874
1603634100000,12998.7041464765,6657419631,240820167402,426581249
1603650600000,12992.182860191,6121862219,240701130884,446127066
1603667100000,13026.6028328465,6046531911,241340522847,428688175
1603683600000,13106.3393437953,6083232144,242820650982,476679615
1603700100000,13057.200297488,5323481908,241911964231,462683372
1603716600000,13156.9621746853,5560119286,243761498562,445287814
1603733100000,12916.804825613,6760100723,239313518046,430158350
1603749600000,13055.3805116748,7309009600,241882661609,430753970
1603766100000,13095.3649240916,7373471189,242625355783,457600042
1603782600000,13100.0091894842,7746265665,242712542460,491297945
1603799100000,13394.5254992435,8564897836,248170326057,452320577
1603815600000,13548.4075497011,8650948518,251023025401,441596084
1603832100000,13611.6149965871,8795923965,252196084326,461140821
1603848600000,13686.1863173562,9224625531,253579713016,478773464
1603865100000,13722.0319716843,9372190881,254245485876,488774708
1603881600000,13642.7673190902,9526501248,252778308926,425397646
1603898100000,13155.9734563038,10202996868,243760125286,428975740
1603914600000,13211.3648704661,9686145475,244788174407,451127355
1603931100000,13331.4572885215,9430730019,247015145914,422759133
1603947600000,13256.8078300277,9091637775,245634146143,484175018
1603964100000,13186.2156276204,8868591455,244327956371,454996122
1603980600000,13304.3293911924,7774652827,246517821809,433949604
1603997100000,13588.672765958,7732931288,251787996381,449442899
1604013600000,13494.0592821579,7747047832,250036228324,422199022
1604030100000,13428.4986780933,8067152226,248823607969,421696437
1604046600000,13312.3697330292,8569104181,246673458637,412194931
1604063100000,13344.3131722592,8625683147,247268201501,430117965
1604079600000,13530.162513881,8369606738,250713573128,441157795
1604096100000,13570.0881992575,8228694933,251454575678,421021517
1604112600000,13628.2846442069,7990023794,252534322239,438298980
1604129100000,13590.3598383359,7421703081,251833105153,439938831
1604145600000,13931.806630244,8638152133,258162200354,485381483
1604162100000,13829.0749788974,8150098910,256260531299,468794467
1604178600000,13830.1256390356,7922615105,256281563426,481098576
1604195100000,13744.7017476133,8022343256,254701171316,473479477
1604211600000,13714.4402813019,7679754750,254142375139,447956863
1604228100000,13757.3240610544,6005300540,254939118318,489806450
1604244600000,13846.2728552239,5768006810,256589173083,439050445
1604261100000,13807.2126680716,5559584606,255867671198,455774904
1604277600000,13811.2009103751,5720666038,255943650791,446385953
1604294100000,13686.2667999047,5839807082,253630132612,499537304
1604310600000,13564.2535075895,6463165877,251370711365,480918011
1604327100000,13415.6693675721,7154377562,248618513936,449315933
1604343600000,13485.663010921,7484387437,249917480171,479381909
1604360100000,13615.7532573997,7445683374,252329603817,439097128
1604376600000,13385.2427050809,7510077259,248059159375,456607980
1604393100000,13529.0813695207,7775474173,250727267550,465071203
1604409600000,13503.3122880795,6906177741,250252403535,471392926
1604426100000,13725.7323637148,7274105926,254376156670,490834124
1604442600000,13739.1978357388,7181951968,254628374880,475517019
1604459100000,13842.4059091201,8119746768,256543205123,430507258
1604475600000,13816.0626271029,7798465990,256058863782,445912724
1604492100000,13763.4620738762,8154111666,255085895100,443785957
1604508600000,13993.2561923241,8437864455,259347679874,507356679
1604525100000,14060.7208466015,9609076985,260600078463,471141355
1604541600000,14146.3130058524,8940057293,262189434515,507607949
1604558100000,14307.0955961696,9095741150,265171544081,487477244
1604574600000,14594.973374737,9820151870,270509614531,474951955
1604591100000,14903.9867996963,11722290180,276240551537,506526244
1604607600000,15023.5870885396,12552069267,278459076804,498849421
1604624100000,15902.9312655653,12558281702,294760719687,496345609
1604640600000,15608.5813798136,13357734441,289307584465,448588123
1604657100000,15456.5330873339,13353417320,286491956886,474485789
1604673600000,15447.0602025803,12931533884,286319370561,488701517
1604690100000,15471.579409909,11575406283,286776353338,458264926
1604706600000,15564.03877812,13056558114,288493746540,456904208
1604723100000,15574.465315967,11613635479,288689939990,486860844
1604739600000,15504.1644600374,10865500399,287388866918,484145886
1604756100000,15424.0271374402,9493332362,285906599864,479227555
1604772600000,15239.1739504574,9570236646,282482944264,447673110
1604789100000,14799.1591738138,11461828861,274329053773,408520353
1604805600000,15028.5960866363,11145430969,278584709943,438365554
1604822100000,14943.6022846033,10965481630,277011318895,423548999
1604838600000,15219.3618068772,11194255435,282126438739,462370859
1604855100000,15409.9252501439,10453290477,285661104076,497930531
1604871600000,15294.9602624803,8289737144,283532421275,458342904
1604888100000,15471.183524173,8068886229,286801411982,475641936
1604904600000,15395.0062636749,8135721164,285393010991,506182936
1604921100000,15497.467148693,8620876801,287295037014,521637091
